2026-06-17 15:18:19.924 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:18:19.989 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:18:19.989 | INFO     | app.main:lifespan:39 - 🚀 Application initialized: User Management System
2026-06-17 15:18:19.989 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:18:19.990 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:19:00.849 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
2026-06-17 15:19:00.850 | INFO     | app.main:lifespan:49 - Shutdown procedure complete.
2026-06-17 15:19:01.624 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:19:01.674 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:19:01.674 | INFO     | app.main:lifespan:39 - 🚀 Application initialized: User Management System
2026-06-17 15:19:01.674 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:19:01.674 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:19:28.259 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
2026-06-17 15:19:28.260 | INFO     | app.main:lifespan:49 - Shutdown procedure complete.
2026-06-17 15:19:29.089 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:19:29.138 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:19:29.138 | INFO     | app.main:lifespan:39 - Application initialized: User Management System
2026-06-17 15:19:29.138 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:19:29.138 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:24:57.929 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
2026-06-17 15:24:57.931 | INFO     | app.main:lifespan:49 - Shutdown procedure complete.
2026-06-17 15:25:16.819 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:25:16.862 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:25:16.862 | INFO     | app.main:lifespan:39 - Application initialized: User Management System
2026-06-17 15:25:16.862 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:25:16.862 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:31:38.950 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
2026-06-17 15:31:38.957 | INFO     | app.main:lifespan:49 - Shutdown procedure complete.
2026-06-17 15:31:39.828 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:31:39.870 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:31:39.871 | INFO     | app.main:lifespan:39 - Application initialized: User Management System
2026-06-17 15:31:39.871 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:31:39.871 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:31:43.280 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
2026-06-17 15:31:43.282 | INFO     | app.main:lifespan:49 - Shutdown procedure complete.
2026-06-17 15:31:44.032 | INFO     | app.main:lifespan:31 - Authenticating underlying relational database configurations...
2026-06-17 15:31:44.080 | INFO     | app.main:lifespan:34 - Database connectivity verified successfully.
2026-06-17 15:31:44.081 | INFO     | app.main:lifespan:39 - Application initialized: User Management System
2026-06-17 15:31:44.081 | INFO     | app.main:lifespan:40 - Environment Profile: development
2026-06-17 15:31:44.081 | INFO     | app.main:lifespan:41 - Binding network listeners onto port: 8000
2026-06-17 15:32:01.725 | INFO     | app.main:lifespan:45 - Commencing shutdown logic...
